title,rated,released,runtime,director,writer,actors,plot,language,country,awards,metascore,imdbrating,imdbvotes,dvd,boxoffice,response,genre,star,budget,gross,year,internet_movie_database_rating,rotten_tomato_rating,metacritic_rating
The American,R,2010-09-01,105,Anton Corbijn,"Rowan Joffe, Martin Booth","George Clooney, Paolo Bonacelli, Violante Placido",An assassin hides out in Italy for one last assignment.,"English, Italian","United States, United Kingdom",4 nominations,61.0,6.3,95462,28 Dec 2010,35606376.0,True,Crime,George Clooney,20000000.0,67876281.0,2010,6.3,66.0,61.0
Incendies,R,2011-01-12,131,Denis Villeneuve,"Denis Villeneuve, Wajdi Mouawad, Valérie Beaugrand-Champagne","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette",Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"French, Arabic, English","Canada, France",Nominated for 1 Oscar. 40 wins & 18 nominations total,80.0,8.3,168042,15 Mar 2011,2071334.0,True,Drama,Lubna Azabal,6800000.0,7099598.0,2011,8.3,92.0,80.0
Sex and the City 2,R,2010-05-27,146,Michael Patrick King,"Michael Patrick King, Candace Bushnell, Darren Star","Sarah Jessica Parker, Kim Cattrall, Kristin Davis","While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.","English, Arabic",United States,8 wins & 9 nominations,27.0,4.5,78257,17 Aug 2010,95347692.0,True,Comedy,Sarah Jessica Parker,100000000.0,290745055.0,2010,4.5,15.0,27.0
Burlesque,PG-13,2010-11-24,119,Steve Antin,Steve Antin,"Cher, Christina Aguilera, Alan Cumming",A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,English,United States,6 wins & 19 nominations,47.0,6.4,83525,22 Feb 2011,39440655.0,True,Drama,Cher,55000000.0,89520336.0,2010,6.4,37.0,47.0
Alice in Wonderland,PG,2010-03-05,108,Tim Burton,"Linda Woolverton, Lewis Carroll","Mia Wasikowska, Johnny Depp, Helena Bonham Carter","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",English,"United States, United Kingdom",Won 2 Oscars. 35 wins & 63 nominations total,53.0,6.4,400206,09 Mar 2010,334191110.0,True,Adventure,Mia Wasikowska,200000000.0,1025468216.0,2010,6.4,51.0,53.0
Despicable Me,PG,2010-07-09,95,"Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio, Sergio Pablos","Steve Carell, Jason Segel, Russell Brand","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",English,"United States, France",Nominated for 1 BAFTA Film Award3 wins & 41 nominations total,72.0,7.6,525604,14 Dec 2010,251513985.0,True,Animation,Steve Carell,69000000.0,543113985.0,2010,7.6,81.0,72.0
True Grit,PG-13,2010-12-22,110,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Charles Portis","Jeff Bridges, Matt Damon, Hailee Steinfeld",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,English,United States,Nominated for 10 Oscars. 38 wins & 169 nominations total,80.0,7.6,328502,07 Jun 2011,171243005.0,True,Drama,Jeff Bridges,38000000.0,252276927.0,2010,7.6,95.0,80.0
The Tourist,PG-13,2010-12-10,103,Florian Henckel von Donnersmarck,"Florian Henckel von Donnersmarck, Christopher McQuarrie, Julian Fellowes","Johnny Depp, Angelina Jolie, Paul Bettany","Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","English, French, Italian, Russian, Spanish","United States, France, Italy, United Kingdom",4 wins & 4 nominations,37.0,6.0,235129,22 Mar 2011,67631157.0,True,Action,Johnny Depp,100000000.0,278780441.0,2010,6.0,20.0,37.0
The Twilight Saga: Eclipse,PG-13,2010-06-30,124,David Slade,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Taylor Lautner","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",English,United States,22 wins & 34 nominations,58.0,5.0,238391,04 Dec 2010,300531751.0,True,Action,Kristen Stewart,68000000.0,698491347.0,2010,5.0,47.0,58.0
Clash of the Titans,PG-13,2010-04-02,106,Louis Leterrier,"Travis Beacham, Phil Hay, Matt Manfredi","Sam Worthington, Liam Neeson, Ralph Fiennes","Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.",English,"United States, United Kingdom, Australia",4 wins & 14 nominations,39.0,5.8,278021,27 Jul 2010,163214888.0,True,Action,Laurence Olivier,15000000.0,41092328.0,2010,5.8,27.0,39.0
Clash of the Titans,PG-13,2010-04-02,106,Louis Leterrier,"Travis Beacham, Phil Hay, Matt Manfredi","Sam Worthington, Liam Neeson, Ralph Fiennes","Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.",English,"United States, United Kingdom, Australia",4 wins & 14 nominations,39.0,5.8,278021,27 Jul 2010,163214888.0,True,Action,Sam Worthington,125000000.0,493214993.0,2010,5.8,27.0,39.0
The Book of Eli,R,2010-01-15,118,"Albert Hughes, Allen Hughes",Gary Whitta,"Denzel Washington, Mila Kunis, Ray Stevenson","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",English,United States,3 wins & 16 nominations,53.0,6.9,307799,15 Jun 2010,94835059.0,True,Action,Denzel Washington,80000000.0,157107755.0,2010,6.9,46.0,53.0
Blue Valentine,R,2011-01-28,112,Derek Cianfrance,"Derek Cianfrance, Joey Curtis, Cami Delavigne","Ryan Gosling, Michelle Williams, John Doman","The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",English,United States,Nominated for 1 Oscar. 9 wins & 56 nominations total,81.0,7.3,192252,10 May 2011,9706328.0,True,Drama,Ryan Gosling,1000000.0,15440333.0,2011,7.3,86.0,81.0
Knight and Day,PG-13,2010-06-23,109,James Mangold,Patrick O'Neill,"Tom Cruise, Cameron Diaz, Peter Sarsgaard",A young woman gets mixed up with a disgraced spy who is trying to clear his name.,"English, German, Spanish",United States,3 nominations,46.0,6.3,189158,30 Nov 2010,76423035.0,True,Action,Tom Cruise,117000000.0,261989769.0,2010,6.3,52.0,46.0
Piranha 3D,R,2010-08-20,88,Alexandre Aja,"Pete Goldfinger, Josh Stolberg","Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss","After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.",English,United States,2 wins & 12 nominations,53.0,5.4,89040,11 Jan 2011,25003155.0,True,Comedy,Elisabeth Shue,24000000.0,83188165.0,2010,5.4,74.0,53.0
127 Hours,R,2011-01-28,94,Danny Boyle,"Danny Boyle, Simon Beaufoy, Aron Ralston","James Franco, Amber Tamblyn, Kate Mara","A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","English, Italian","United States, United Kingdom, France",Nominated for 6 Oscars. 23 wins & 150 nominations total,82.0,7.5,366288,01 Mar 2011,18335230.0,True,Biography,James Franco,18000000.0,60738797.0,2011,7.5,93.0,82.0
The Expendables,R,2010-08-13,103,Sylvester Stallone,"Dave Callaham, Sylvester Stallone","Sylvester Stallone, Jason Statham, Jet Li",A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,"English, Spanish","United States, Bulgaria, Spain, Germany",3 wins & 5 nominations,45.0,6.5,338238,23 Nov 2010,103068524.0,True,Action,Sylvester Stallone,80000000.0,274470394.0,2010,6.5,42.0,45.0
The Other Guys,PG-13,2010-08-06,107,Adam McKay,"Adam McKay, Chris Henchy","Will Ferrell, Mark Wahlberg, Derek Jeter","Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.","English, Ukrainian",United States,3 wins & 15 nominations,64.0,6.7,257384,14 Dec 2010,119219978.0,True,Action,Will Ferrell,100000000.0,170458922.0,2010,6.7,79.0,64.0
TRON: Legacy,PG,2010-12-17,125,Joseph Kosinski,"Edward Kitsis, Adam Horowitz, Brian Klugman","Jeff Bridges, Garrett Hedlund, Olivia Wilde",The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,English,United States,Nominated for 1 Oscar. 10 wins & 51 nominations total,49.0,6.8,327264,05 Apr 2011,172062763.0,True,Action,Jeff Bridges,170000000.0,400063852.0,2010,6.8,51.0,49.0
Life as We Know It,PG-13,2010-10-08,114,Greg Berlanti,"Ian Deitchman, Kristin Rusk Robinson","Katherine Heigl, Josh Duhamel, Josh Lucas",Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,English,United States,2 nominations,39.0,6.5,129214,08 Feb 2011,53374681.0,True,Comedy,Katherine Heigl,38000000.0,105734416.0,2010,6.5,29.0,39.0
I Saw the Devil,Not Rated,2010-08-12,144,Jee-woon Kim,"Park Hoon-jung, Jee-woon Kim","Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan",A secret agent exacts revenge on a serial killer through a series of captures and releases.,Korean,South Korea,17 wins & 19 nominations,67.0,7.8,122967,10 May 2011,129210.0,True,Action,Lee Byung-hun,0.0,12966357.0,2010,7.8,81.0,67.0
Toy Story 3,G,2010-06-18,103,Lee Unkrich,"John Lasseter, Andrew Stanton, Lee Unkrich","Tom Hanks, Tim Allen, Joan Cusack","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","English, Spanish",United States,Won 2 Oscars. 61 wins & 96 nominations total,92.0,8.2,800152,02 Nov 2010,415004880.0,True,Animation,Tom Hanks,200000000.0,1066970811.0,2010,8.2,98.0,92.0
The Next Three Days,PG-13,2010-11-19,133,Paul Haggis,"Paul Haggis, Fred Cavayé, Guillaume Lemans","Russell Crowe, Elizabeth Banks, Liam Neeson",A married couple's life is turned upside down when the wife is accused of a murder.,English,"United States, France",3 nominations,52.0,7.3,193633,08 Mar 2011,21148651.0,True,Action,Russell Crowe,30000000.0,67448651.0,2010,7.3,50.0,52.0
Easy A,PG-13,2010-09-17,92,Will Gluck,Bert V. Royal,"Emma Stone, Amanda Bynes, Penn Badgley",A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,English,United States,9 wins & 21 nominations,72.0,7.0,378756,21 Dec 2010,58401464.0,True,Comedy,Emma Stone,8000000.0,75026327.0,2010,7.0,85.0,72.0
The King's Speech,R,2010-12-25,118,Tom Hooper,David Seidler,"Colin Firth, Geoffrey Rush, Helena Bonham Carter","The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",English,"United Kingdom, United States",Won 4 Oscars. 108 wins & 206 nominations total,88.0,8.0,663193,19 Apr 2011,138797449.0,True,Biography,Colin Firth,15000000.0,427374317.0,2010,8.0,94.0,88.0
The Fighter,R,2010-12-17,116,David O. Russell,"Scott Silver, Paul Tamasy, Eric Johnson","Mark Wahlberg, Christian Bale, Amy Adams","Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",English,United States,Won 2 Oscars. 74 wins & 123 nominations total,79.0,7.8,354466,NA,93617009.0,True,Biography,Mark Wahlberg,25000000.0,129190869.0,2010,7.8,91.0,79.0
Machete,R,2010-09-03,105,"Ethan Maniquis, Robert Rodriguez","Robert Rodriguez, Álvaro Rodríguez","Danny Trejo, Michelle Rodriguez, Robert De Niro","After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.","English, Spanish, Hungarian",United States,2 wins & 6 nominations,60.0,6.6,195148,04 Jan 2011,26593646.0,True,Action,Danny Trejo,10500000.0,45491656.0,2010,6.6,72.0,60.0
The Debt,R,2011-08-31,113,John Madden,"Matthew Vaughn, Jane Goldman, Peter Straughan","Helen Mirren, Sam Worthington, Tom Wilkinson","In 1965, three Mossad Agents cross into East Berlin to apprehend a notorious Nazi war criminal. Thirty years later, the secrets the Agents share come back to haunt them.","English, German, Russian","United States, United Kingdom, Hungary, Israel",13 wins & 5 nominations,65.0,6.8,68484,03 Jan 2012,31177548.0,True,Drama,Helen Mirren,20000000.0,45636368.0,2011,6.8,77.0,65.0
Megamind,PG,2010-11-05,95,Tom McGrath,"Alan Schoolcraft, Brent Simons","Will Ferrell, Jonah Hill, Brad Pitt","Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.",English,United States,2 wins & 16 nominations,63.0,7.3,247267,25 Feb 2011,148415853.0,True,Animation,Will Ferrell,130000000.0,321885765.0,2010,7.3,72.0,63.0
The Losers,PG-13,2010-04-23,97,Sylvain White,"Peter Berg, James Vanderbilt, Andy Diggle","Idris Elba, Zoe Saldana, Jeffrey Dean Morgan","A CIA special forces team is betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.","English, Spanish, Sanskrit","United States, France",1 win & 7 nominations,44.0,6.3,98879,20 Jul 2010,23591432.0,True,Action,Idris Elba,25000000.0,29397654.0,2010,6.3,48.0,44.0
Unstoppable,PG-13,2010-11-12,98,Tony Scott,Mark Bomback,"Denzel Washington, Chris Pine, Rosario Dawson","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",English,United States,Nominated for 1 Oscar. 1 win & 14 nominations total,69.0,6.8,193046,15 Feb 2011,81562942.0,True,Action,Denzel Washington,100000000.0,167805466.0,2010,6.8,87.0,69.0
Eat Pray Love,PG-13,2010-08-13,133,Ryan Murphy,"Ryan Murphy, Jennifer Salt, Elizabeth Gilbert","Julia Roberts, Javier Bardem, Richard Jenkins","A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".","English, Italian, Portuguese",United States,2 wins & 2 nominations,50.0,5.8,94462,23 Nov 2010,80574010.0,True,Biography,Julia Roberts,60000000.0,204594016.0,2010,5.8,36.0,50.0
Centurion,R,2010-07-30,97,Neil Marshall,Neil Marshall,"Michael Fassbender, Dominic West, Olga Kurylenko",A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is devastated in a guerrilla attack.,"English, Gaelic","United Kingdom, France, United States",1 nomination,62.0,6.3,81379,25 Aug 2010,123570.0,True,Action,Michael Fassbender,12000000.0,6890432.0,2010,6.3,61.0,62.0
The A-Team,PG-13,2010-06-11,117,Joe Carnahan,"Joe Carnahan, Brian Bloom, Skip Woods","Liam Neeson, Bradley Cooper, Sharlto Copley","A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.","English, Spanish, French, Swahili, German","United States, United Kingdom",2 wins & 4 nominations,47.0,6.7,254676,14 Dec 2010,77222099.0,True,Action,Liam Neeson,110000000.0,177238796.0,2010,6.7,49.0,47.0
Animal Kingdom,R,2010-06-03,113,David Michôd,David Michôd,"James Frecheville, Guy Pearce, Joel Edgerton",A seventeen-year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,English,Australia,Nominated for 1 Oscar. 39 wins & 60 nominations total,83.0,7.3,56840,11 Jan 2011,1044039.0,True,Crime,James Frecheville,0.0,7209912.0,2010,7.3,95.0,83.0
Hot Tub Time Machine,R,2010-03-26,101,Steve Pink,"Josh Heald, Sean Anders, John Morris","John Cusack, Rob Corddry, Craig Robinson","A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.","English, Russian",United States,5 nominations,63.0,6.4,169117,29 Jun 2010,50287556.0,True,Comedy,John Cusack,36000000.0,64780213.0,2010,6.4,63.0,63.0
Diary of a Wimpy Kid,PG,2010-03-19,120,Thor Freudenthal,"Jackie Filgo, Jeff Filgo, Gabe Sachs","Zachary Gordon, Robert Capron, Rachael Harris","The adventures of a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.","English, German","United States, United Kingdom",5 wins & 9 nominations,56.0,6.2,47447,03 Aug 2010,64003625.0,True,Animation,Zachary Gordon,15000000.0,76196538.0,2010,6.2,54.0,56.0
Never Let Me Go,R,2010-10-15,103,Mark Romanek,"Kazuo Ishiguro, Alex Garland","Keira Knightley, Carey Mulligan, Andrew Garfield","The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.",English,United Kingdom,8 wins & 27 nominations,69.0,7.1,142877,01 Feb 2011,2434652.0,True,Drama,Keira Knightley,15000000.0,9918093.0,2010,7.1,71.0,69.0
Predators,R,2010-07-09,107,Nimród Antal,"Alex Litvak, Michael Finch, Jim Thomas","Adrien Brody, Laurence Fishburne, Topher Grace",A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,"English, Spanish, Russian",United States,2 wins & 4 nominations,51.0,6.4,220563,19 Oct 2010,52000688.0,True,Action,Adrien Brody,40000000.0,127233108.0,2010,6.4,64.0,51.0
Buried,R,2010-10-15,95,Rodrigo Cortés,Chris Sparling,"Ryan Reynolds, José Luis García Pérez, Robert Paterson",Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death ,"English, Arabic","Spain, United Kingdom, France, United States",16 wins & 33 nominations,65.0,7.0,157385,18 Jan 2011,1044143.0,True,Drama,Ryan Reynolds,3000000.0,19439764.0,2010,7.0,87.0,65.0
Legion,R,2010-01-22,100,Scott Stewart,"Peter Schink, Scott Stewart","Paul Bettany, Dennis Quaid, Charles S. Dutton","When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last ho",English,United States,NA,32.0,5.3,103504,11 May 2010,40168080.0,True,Action,Paul Bettany,26000000.0,67918658.0,2010,5.3,19.0,32.0
Remember Me,PG-13,2010-03-12,113,Allen Coulter,Will Fetters,"Robert Pattinson, Emilie de Ravin, Caitlyn Rund","A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.","English, Chinese",United States,4 wins & 5 nominations,40.0,7.1,143534,22 Jun 2010,19068240.0,True,Drama,Robert Pattinson,16000000.0,56032889.0,2010,7.1,27.0,40.0
Jonah Hex,PG-13,2010-06-18,81,Jimmy Hayward,"Mark Neveldine, Brian Taylor, William Farmer","Josh Brolin, Megan Fox, John Malkovich","The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth.",English,United States,1 win & 4 nominations,33.0,4.7,58013,12 Oct 2010,10547117.0,True,Action,Josh Brolin,47000000.0,10903312.0,2010,4.7,12.0,33.0
Salt,PG-13,2010-07-23,100,Phillip Noyce,Kurt Wimmer,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor",A CIA agent goes on the run after a defector accuses her of being a Russian spy.,"English, Russian, Korean",United States,Nominated for 1 Oscar. 4 wins & 16 nominations total,65.0,6.4,307791,02 Nov 2010,118311368.0,True,Action,Angelina Jolie,110000000.0,293503354.0,2010,6.4,61.0,65.0
Morning Glory,PG-13,2010-11-10,107,Roger Michell,Aline Brosh McKenna,"Rachel McAdams, Harrison Ford, Diane Keaton",An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.,"English, Ukrainian",United States,1 win & 3 nominations,57.0,6.5,77635,08 Mar 2011,31011732.0,True,Comedy,Rachel McAdams,40000000.0,60040976.0,2010,6.5,55.0,57.0
Winter's Bone,R,2010-07-16,100,Debra Granik,"Debra Granik, Anne Rosellini, Daniel Woodrell","Jennifer Lawrence, John Hawkes, Garret Dillahunt",An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,English,United States,Nominated for 4 Oscars. 63 wins & 131 nominations total,90.0,7.2,140748,17 Aug 2010,6531503.0,True,Drama,Jennifer Lawrence,2000000.0,13796834.0,2010,7.2,94.0,90.0
Resident Evil: Afterlife,R,2010-09-10,96,Paul W.S. Anderson,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Wentworth Miller","While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arc","English, Japanese, Spanish","Germany, Canada",2 wins & 8 nominations,37.0,5.8,167806,28 Dec 2010,60128566.0,True,Action,Milla Jovovich,60000000.0,300228084.0,2010,5.8,21.0,37.0
Takers,PG-13,2010-08-27,107,John Luessenhop,"Peter Allen, Gabriel Casseus, John Luessenhop","Chris Brown, Hayden Christensen, Matt Dillon",A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.,"English, Russian",United States,2 wins & 6 nominations,45.0,6.2,61334,18 Jan 2011,57744720.0,True,Action,Chris Brown,32000000.0,80205382.0,2010,6.2,28.0,45.0
Boy,Not Rated,2010-03-25,87,Taika Waititi,Taika Waititi,"James Rolleston, Te Aho Eketone-Whitu, Taika Waititi","Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.","English, Maori",New Zealand,13 wins & 9 nominations,70.0,7.5,25019,09 Jul 2013,256211.0,True,Comedy,James Rolleston,0.0,43551154.0,2010,7.5,88.0,70.0
The Way Back,PG-13,2011-01-21,133,Peter Weir,"Slavomir Rawicz, Peter Weir, Keith R. Clarke","Jim Sturgess, Ed Harris, Colin Farrell",Siberian gulag escapees travel four thousand miles by foot to freedom in India.,"English, Russian, Polish, Tibetan, Mongolian","United States, United Arab Emirates, Poland, India",Nominated for 1 Oscar. 4 wins & 5 nominations total,66.0,7.3,114197,19 Apr 2011,2701859.0,True,Adventure,Jim Sturgess,30000000.0,24172201.0,2011,7.3,74.0,66.0
Killers,PG-13,2010-06-04,100,Robert Luketic,"Bob DeRosa, Ted Griffin","Katherine Heigl, Ashton Kutcher, Tom Selleck","A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.",English,United States,2 wins & 3 nominations,21.0,5.5,90207,07 Sep 2010,47059963.0,True,Action,Katherine Heigl,75000000.0,98159963.0,2010,5.5,10.0,21.0
Tucker and Dale vs Evil,R,2010-12-09,89,Eli Craig,"Eli Craig, Morgan Jurgenson","Tyler Labine, Alan Tudyk, Katrina Bowden",Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.,English,Canada,10 wins & 14 nominations,65.0,7.5,174055,29 Nov 2011,223838.0,True,Comedy,Tyler Labine,0.0,5224938.0,2010,7.5,85.0,65.0
Due Date,R,2010-11-05,95,Todd Phillips,"Alan R. Cohen, Alan Freedland, Adam Sztykiel","Robert Downey Jr., Zach Galifianakis, Michelle Monaghan",High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,"English, Spanish",United States,7 nominations,51.0,6.5,336158,22 Feb 2011,100539043.0,True,Comedy,Robert Downey Jr.,65000000.0,211780824.0,2010,6.5,39.0,51.0
Devil,PG-13,2010-09-17,80,John Erick Dowdle,"Brian Nelson, M. Night Shyamalan","Chris Messina, Caroline Dhavernas, Bokeem Woodbine",A group of people are trapped in an elevator and the Devil is mysteriously amongst them.,"English, Spanish",United States,2 nominations,44.0,6.2,141640,21 Dec 2010,33601190.0,True,Horror,Chris Messina,10000000.0,62695489.0,2010,6.2,49.0,44.0
Green Zone,R,2010-03-12,115,Paul Greengrass,"Brian Helgeland, Rajiv Chandrasekaran","Matt Damon, Jason Isaacs, Greg Kinnear",Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.,"English, Arabic","United Kingdom, France, Spain, United States",6 nominations,63.0,6.8,135161,22 Jun 2010,35053660.0,True,Action,Matt Damon,100000000.0,154711438.0,2010,6.8,53.0,63.0
Faster,R,2010-11-24,98,George Tillman Jr.,"Tony Gayton, Joe Gayton","Dwayne Johnson, Billy Bob Thornton, Maggie Grace",An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,English,United States,5 nominations,44.0,6.4,105457,01 Mar 2011,23240020.0,True,Action,Dwayne Johnson,24000000.0,35626958.0,2010,6.4,42.0,44.0
Super,R,2011-06-10,96,James Gunn,James Gunn,"Rainn Wilson, Elliot Page, Liv Tyler","After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",English,United States,1 win,50.0,6.7,78508,09 Aug 2011,327716.0,True,Action,Rainn Wilson,2500000.0,422618.0,2011,6.7,49.0,50.0
It's Kind of a Funny Story,PG-13,2010-10-08,101,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck, Ned Vizzini","Keir Gilchrist, Zach Galifianakis, Emma Roberts",A clinically-depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,English,United States,2 nominations,63.0,7.1,141201,08 Feb 2011,6363628.0,True,Comedy,Keir Gilchrist,8000000.0,6491240.0,2010,7.1,58.0,63.0
The Crazies,R,2010-02-26,101,Breck Eisner,"Scott Kosar, Ray Wright, George A. Romero","Radha Mitchell, Timothy Olyphant, Danielle Panabaker","After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people.",English,"United States, United Arab Emirates",11 nominations,56.0,6.5,117268,29 Jun 2010,39123589.0,True,Horror,Radha Mitchell,20000000.0,54806823.0,2010,6.5,70.0,56.0
Shrek Forever After,PG,2010-05-21,93,Mike Mitchell,"Josh Klausner, Darren Lemke, William Steig","Mike Myers, Cameron Diaz, Eddie Murphy",Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,English,United States,1 win & 13 nominations,58.0,6.3,196390,07 Dec 2010,238736787.0,True,Animation,Mike Myers,165000000.0,752600867.0,2010,6.3,58.0,58.0
Saw: The Final Chapter,R,2010-10-29,90,Kevin Greutert,"Patrick Melton, Marcus Dunstan","Tobin Bell, Costas Mandylor, Betsy Russell","As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",English,"Canada, United States",3 nominations,24.0,5.6,96316,25 Jan 2011,45710178.0,True,Crime,Tobin Bell,0.0,0.0,2010,5.6,10.0,24.0
Let Me In,R,2010-10-01,116,Matt Reeves,"Matt Reeves, John Ajvide Lindqvist","Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins",A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,English,"United Kingdom, United States",14 wins & 28 nominations,79.0,7.1,117752,01 Feb 2011,12134935.0,True,Drama,Kodi Smit-McPhee,20000000.0,27093592.0,2010,7.1,88.0,79.0
The Wolfman,R,2010-02-12,103,Joe Johnston,"Andrew Kevin Walker, David Self, Curt Siodmak","Benicio Del Toro, Anthony Hopkins, Emily Blunt","Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf.","English, Romany, Romanian, Ukrainian",United States,Won 1 Oscar. 4 wins & 8 nominations total,43.0,5.8,105566,01 Jun 2010,61979680.0,True,Drama,Benicio Del Toro,0.0,0.0,2010,5.8,34.0,43.0
